Tracking.ID,Analytical.Sample.ID,DATETIME,FAME.Lipids.AF,Protein.AF,Carbohydrates.AF,Temp (C),pH,Depth.cm,Duration.days,ExperimentID,SiteID,StrainID,SourceID,BatchID,PondID,time (d)
479,GT_P6_05022014,05-02-2014 07:44,40.44,11.1,11.37,28.2,7.91,24.75,23.7,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,P6,23.63541667
475,GT_P2_05022014,05-02-2014 07:44,40.45,11.1,11.38,28.7,7.97,24.75,23.7,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,P2,23.63541667
476,GT_P3_05022014,05-02-2014 07:44,40.46,11.1,11.39,29.1,7.94,24.75,23.7,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,P3,23.63541667
474,GT_P1_05022014,05-02-2014 07:44,40.47,11.1,11.39,29.5,8,24.75,23.7,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,P1,23.63541667
362,CELL_AP4_050914_1,05-09-2014 07:30,40.47,11.11,11.41,29.9,7.97,24.75,23.74,APR032014,CELL,KA32,KA32_04152014_R0,KA32-04152014_AP,P4,23.63541667
361,CELL_AP2_050914_1,05-09-2014 07:30,40.47,11.12,11.42,30.2,7.94,24.75,23.74,APR032014,CELL,KA32,KA32_04152014_R0,KA32-04152014_AP,P2,23.63541667
363,CELL_AP5_050914_1,05-09-2014 07:30,40.48,11.13,11.44,30.6,7.99,24.75,23.74,APR032014,CELL,KA32,KA32_04152014_R0,KA32-04152014_AP,P5,23.69791667
364,CELL_AP6_050914_1,05-09-2014 07:30,40.48,11.14,11.44,30.9,7.96,24.75,23.74,APR032014,CELL,KA32,KA32_04152014_R0,KA32-04152014_AP,P6,23.69791667
869,CP_P2_101014,10-10-2014 07:25,40.5,11.14,11.45,31,7.93,24.75,23.83,SEP102014,CP,KA32,KA32_09052147,KA32_09162014_Pond,P2,23.69791667
868,CP_P1_101014,10-10-2014 07:25,40.5,11.14,11.45,31.2,7.98,24.75,23.83,SEP102014,CP,KA32,KA32_09052146,KA32_09162014_Pond,P1,23.69791667
871,CP_P4_101014,10-10-2014 07:25,40.51,11.14,11.45,31.4,7.95,24.75,23.83,SEP102014,CP,KA32,KA32_09052149,KA32_09162014_Pond,P4,23.69791667
870,CP_P3_101014,10-10-2014 07:25,40.52,11.15,11.45,31.6,7.99,24.75,23.83,SEP102014,CP,KA32,KA32_09052148,KA32_09162014_Pond,P3,23.69791667
872,CP_P5_101014,10-10-2014 07:25,40.53,11.17,11.46,31.7,7.95,24.75,23.83,SEP102014,CP,KA32,KA32_09052150,KA32_09162014_Pond,P5,23.70833333
873,CP_P6_101014,10-10-2014 07:25,40.53,11.17,11.46,31.7,8,24.75,23.83,SEP102014,CP,KA32,KA32_09052151,KA32_09162014_Pond,P6,23.70833333
2330,CELL_AP5_20150713_1,7/13/2015 7:30,40.54,11.17,11.49,31.7,7.95,24.75,23.9,JUN172015,CELL,C046,C046_06192015_Cellana_Barrel,C046_06192015_Cellana_AP,P5,23.70833333
2329,CELL_AP4_20150713_1,7/13/2015 7:30,40.54,11.17,11.49,31.7,7.99,24.75,23.9,JUN172015,CELL,C046,C046_06192015_Cellana_Barrel,C046_06192015_Cellana_AP,P4,23.70833333
2328,CELL_AP3_20150713_1,7/13/2015 7:30,40.56,11.19,11.5,31.6,7.94,24.75,23.9,JUN172015,CELL,C046,C046_06192015_Cellana_Barrel,C046_06192015_Cellana_AP,P3,23.70833333
2327,CELL_AP2_20150713_1,7/13/2015 7:30,40.57,11.19,11.55,31.5,7.98,24.75,23.9,JUN172015,CELL,C046,C046_06192015_Cellana_Barrel,C046_06192015_Cellana_AP,P2,23.70833333
2331,CELL_AP6_20150713_1,7/13/2015 7:30,40.58,11.19,11.55,31.4,7.92,24.75,23.9,JUN172015,CELL,C046,C046_06192015_Cellana_Barrel,C046_06192015_Cellana_AP,P6,23.71180556
2326,CELL_AP1_20150713_1,7/13/2015 7:30,40.58,11.21,11.56,31.3,7.95,24.75,23.9,JUN172015,CELL,C046,C046_06192015_Cellana_Barrel,C046_06192015_Cellana_AP,P1,23.71180556
2791,GT_07132015_3,7/13/2015 8:15,40.59,11.21,11.56,31,7.97,24.75,23.91,JUN172015,GT,C046,C046_20150619_GTPooled,C046_20150619_GT,P3,23.71180556
2793,GT_07132015_5,7/13/2015 8:15,40.59,11.22,11.56,30.8,7.99,24.75,23.91,JUN172015,GT,C046,C046_20150619_GTPooled,C046_20150619_GT,P5,23.71180556
2790,GT_07132015_2,7/13/2015 8:15,40.59,11.22,11.57,30.5,7.84,24.75,23.91,JUN172015,GT,C046,C046_20150619_GTPooled,C046_20150619_GT,P2,23.73958333
2792,GT_07132015_4,7/13/2015 8:15,40.59,11.23,11.57,30.2,7.86,24.75,23.91,JUN172015,GT,C046,C046_20150619_GTPooled,C046_20150619_GT,P4,23.73958333
2794,GT_07132015_6,7/13/2015 8:15,40.6,11.23,11.58,30,7.87,24.75,23.91,JUN172015,GT,C046,C046_20150619_GTPooled,C046_20150619_GT,P6,23.73958333
2789,GT_07132015_1,7/13/2015 8:15,40.62,11.24,11.59,29.7,7.88,24.75,23.91,JUN172015,GT,C046,C046_20150619_GTPooled,C046_20150619_GT,P1,23.73958333
1643,GT_06052015_Pond1,06-05-2015 07:50,40.63,11.27,11.6,29.5,7.84,24.75,24.66,MAY052015,GT,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,P1,23.75
1644,GT_06052015_Pond2,06-05-2015 07:50,40.63,11.27,11.6,29.2,7.79,24.75,24.66,MAY052015,GT,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,P2,23.75
1645,GT_06052015_Pond3,06-05-2015 07:50,40.65,11.27,11.6,29,7.8,24.75,24.66,MAY052015,GT,KA32,KA32_Ammonium_20150511_GT,KA32_Ammonium_20150511_GT,P3,23.75
1646,GT_06052015_Pond4,06-05-2015 07:50,40.65,11.28,11.6,28.9,7.8,24.75,24.66,MAY052015,GT,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,P4,23.75
1647,GT_06052015_Pond5,06-05-2015 07:50,40.66,11.29,11.63,28.7,7.81,24.75,24.66,MAY052015,GT,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,P5,23.75
1648,GT_06052015_Pond6,06-05-2015 07:50,40.68,11.29,11.64,28.5,7.82,24.75,24.66,MAY052015,GT,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,P6,23.75
609,CELL_AP1_20140707_1,07-07-2014 07:30,40.68,11.3,11.64,28.4,7.82,24.75,24.73,JUN112014,CELL,KA32,KA32_06122014_R0,KA32_06122014_AP,P1,23.75
613,CELL_AP5_20140707_1,07-07-2014 07:30,40.68,11.31,11.65,28.2,7.82,24.75,24.73,JUN112014,CELL,KA32,KA32_06122014_R0,KA32_06122014_AP,P5,23.75
614,CELL_AP6_20140707_1,07-07-2014 07:30,40.69,11.34,11.65,28.1,7.83,24.75,24.73,JUN112014,CELL,KA32,KA32_06122014_R0,KA32_06122014_AP,P6,23.75
611,CELL_AP3_20140707_1,07-07-2014 07:30,40.7,11.35,11.65,27.9,7.83,24.75,24.73,JUN112014,CELL,KA32,KA32_06122014_R0,KA32_06122014_AP,P3,23.79166667
610,CELL_AP2_20140707_1,07-07-2014 07:30,40.71,11.36,11.66,27.8,7.83,24.75,24.73,JUN112014,CELL,KA32,KA32_06122014_R0,KA32_06122014_AP,P2,23.79166667
612,CELL_AP4_20140707_1,07-07-2014 07:30,40.71,11.37,11.68,27.6,7.84,24.75,24.73,JUN112014,CELL,KA32,KA32_06122014_R0,KA32_06122014_AP,P4,23.79166667
849,CELL_AP4_20141117_1,11/17/2014 7:44,40.71,11.38,11.69,27.5,7.84,24.75,24.74,OCT222014,CELL,LRB-AZ-1201,LRB-AZ1201_102214_R0,LRB-AZ1201_102214_AP,P4,23.79166667
846,CELL_AP1_20141117_1,11/17/2014 7:44,40.72,11.38,11.69,27.4,7.84,24.75,24.74,OCT222014,CELL,LRB-AZ-1201,LRB-AZ1201_102214_R0,LRB-AZ1201_102214_AP,P1,23.79166667
847,CELL_AP2_20141117_1,11/17/2014 7:44,40.74,11.39,11.69,27.2,7.85,24.75,24.74,OCT222014,CELL,LRB-AZ-1201,LRB-AZ1201_102214_AP,LRB-AZ1201_111014_AP5,P2,23.79166667
848,CELL_AP3_20141117_1,11/17/2014 7:44,40.74,11.39,11.71,27.1,7.85,24.75,24.74,OCT222014,CELL,LRB-AZ-1201,LRB-AZ1201_102214_AP,LRB-AZ1201_111014_AP6,P3,23.79166667
850,CELL_AP5_20141117_1,11/17/2014 7:44,40.74,11.4,11.73,26.9,7.85,24.75,24.74,OCT222014,CELL,LRB-AZ-1201,LRB-AZ1201_102214_R0,LRB-AZ1201_102214_AP,P5,23.79166667
851,CELL_AP6_20141117_1,11/17/2014 7:44,40.76,11.4,11.74,26.7,7.85,24.75,24.74,OCT222014,CELL,LRB-AZ-1201,LRB-AZ1201_102214_R0,LRB-AZ1201_102214_AP,P6,23.79166667
1342,CELL_AP3_20150112_1,01-12-2015 07:30,40.77,11.41,11.75,26.5,7.85,24.75,24.89,DEC162014,CELL,KA32,KA32_121814_RO,KA32_121814_AP,P3,23.82986111
1341,CELL_AP2_20150112_1,01-12-2015 07:30,40.78,11.41,11.75,26.4,7.85,24.75,24.89,DEC162014,CELL,KA32,KA32_121814_RO,KA32_121814_AP,P2,23.82986111
2414,CP_P4_071315,7/13/2015 7:25,40.78,11.42,11.76,26.2,7.85,24.75,24.93,JUN172015,CP,C046,C046_06182015_pooledpanel,C046_06182015_pond,P4,23.82986111
2415,CP_P5_071315,7/13/2015 7:25,40.78,11.42,11.77,26,7.86,24.75,24.93,JUN172015,CP,C046,C046_06182015_pooledpanel,C046_06182015_pond,P5,23.82986111
2411,CP_P1_071315,7/13/2015 7:25,40.78,11.43,11.77,25.7,7.85,24.75,24.93,JUN172015,CP,C046,C046_06182015_pooledpanel,C046_06182015_pond,P1,23.89583333
2413,CP_P3_071315,7/13/2015 7:25,40.79,11.43,11.78,25.5,7.86,24.75,24.93,JUN172015,CP,C046,C046_06182015_pooledpanel,C046_06182015_pond,P3,23.89583333
2412,CP_P2_071315,7/13/2015 7:25,40.79,11.43,11.78,25.3,7.86,24.75,24.93,JUN172015,CP,C046,C046_06182015_pooledpanel,C046_06182015_pond,P2,23.89583333
2416,CP_P6_071315,7/13/2015 7:25,40.8,11.43,11.79,25.1,7.86,24.75,24.93,JUN172015,CP,C046,C046_06182015_pooledpanel,C046_06182015_pond,P6,23.89583333
1409,ASU_SPW13_02232015_1,2/24/2015 7:30,40.8,11.44,11.79,24.9,7.86,24.75,25.66,JAN292015,ASU,LRB-AZ-1201,1201_01292015_CRW,1201_01292015_SPW,P5,23.89583333
1410,ASU_SPW14_02232015_1,2/24/2015 7:30,40.81,11.44,11.8,24.7,7.87,24.75,25.66,JAN292015,ASU,LRB-AZ-1201,1201_01292015_CRW,1201_01292015_SPW,P6,23.89583333
696,CP_Pond3_070914,07-09-2014 07:30,40.81,11.46,11.8,24.5,7.87,24.75,25.7,JUN112014,CP,KA32,KA32_06132014,KA32_06132014_Pond,P3,23.90625
697,CP_Pond4_070914,07-09-2014 07:30,40.82,11.46,11.8,24.4,7.87,24.75,25.7,JUN112014,CP,KA32,KA32_06132014,KA32_06132014_Pond,P4,23.90625
699,CP_Pond6_070914,07-09-2014 07:30,40.83,11.47,11.8,24.3,7.87,24.75,25.7,JUN112014,CP,KA32,KA32_06132014,KA32_06132014_Pond,P6,23.90625
694,CP_Pond1_070914,07-09-2014 07:30,40.84,11.47,11.81,24.1,7.88,24.75,25.7,JUN112014,CP,KA32,KA32_06132014,KA32_06132014_Pond,P1,23.90625
698,CP_Pond5_070914,07-09-2014 07:30,40.84,11.48,11.82,24,7.85,24.75,25.7,JUN112014,CP,KA32,KA32_06132014,KA32_06132014_Pond,P5,23.90625
695,CP_Pond2_070914,07-09-2014 07:30,40.85,11.48,11.83,23.9,7.85,24.75,25.7,JUN112014,CP,KA32,KA32_06132014,KA32_06132014_Pond,P2,23.90625
140,Cell_111813_TF,11/18/2013 8:29,40.85,11.48,11.83,23.8,7.86,24.75,25.71,OCT172013,CELL,KA32,KA32_Panels2,KA32_11052013_Ponds,P2,24.64583333
142,Cell_111813_TF,11/18/2013 8:29,40.86,11.48,11.87,23.7,7.86,24.75,25.71,OCT172013,CELL,KA32,KA32_Panels2,KA32_11052013_Ponds,P4,24.64583333
202,GT_20131112_5,11-12-2013 09:00,40.87,11.49,11.87,23.6,7.87,24.75,25.71,OCT172013,GT,KA32,KA32_Panels_GT_1,KA32_10172013_GTponds,P5,24.64583333
201,GT_20131112_4,11-12-2013 09:00,40.88,11.5,11.88,23.5,7.87,24.75,25.71,OCT172013,GT,KA32,KA32_Panels_GT_1,KA32_10172013_GTponds,P4,24.64583333
203,GT_20131112_6,11-12-2013 09:00,40.88,11.5,11.88,23.4,7.87,24.75,25.71,OCT172013,GT,KA32,KA32_Panels_GT_1,KA32_10172013_GTponds,P6,24.65625
139,Cell_111813_TF,11/18/2013 8:29,40.88,11.5,11.89,23.4,7.87,24.75,25.71,OCT172013,CELL,KA32,KA32_Panels2,KA32_11052013_Ponds,P1,24.65625
144,Cell_111813_TF,11/18/2013 8:29,40.92,11.5,11.9,23.3,7.88,24.75,25.71,OCT172013,CELL,KA32,KA32_Panels2,KA32_11052013_Ponds,P6,24.65625
141,Cell_111813_TF,11/18/2013 8:29,40.92,11.51,11.9,23.2,7.88,24.75,25.71,OCT172013,CELL,KA32,KA32_Panels2,KA32_11052013_Ponds,P3,24.65972222
198,GT_20131112_1,11-12-2013 09:00,40.93,11.51,11.9,23.1,7.88,24.75,25.71,OCT172013,GT,KA32,KA32_Panels_GT_1,KA32_10172013_GTponds,P1,24.65972222
200,GT_20131112_3,11-12-2013 09:00,40.94,11.51,11.9,23.1,7.88,24.75,25.71,OCT172013,GT,KA32,KA32_Panels_GT_1,KA32_10172013_GTponds,P3,24.65972222
143,Cell_111813_TF,11/18/2013 8:29,40.94,11.51,11.9,23,7.89,24.75,25.71,OCT172013,CELL,KA32,KA32_Panels2,KA32_11052013_Ponds,P5,24.65972222
199,GT_20131112_2,11-12-2013 09:00,40.96,11.53,11.91,23,7.89,24.75,25.71,OCT172013,GT,KA32,KA32_Panels_GT_1,KA32_10172013_GTponds,P2,24.65972222
828,ASU_SPW10_11172014,11/17/2014 8:00,40.98,11.53,11.92,22.9,7.89,24.75,25.73,OCT222014,ASU,LRB-AZ-1201,1201_10222014_SPW14,1201_11122014_SPW,P2,24.65972222
830,ASU_SPW14_11172014,11/17/2014 8:00,40.98,11.54,11.92,22.9,7.89,24.75,25.73,OCT222014,ASU,LRB-AZ-1201,1201_10142014_CRW,1201_10222014_SPW,P6,24.66666667
829,ASU_SPW12_11172014,11/17/2014 8:00,41,11.55,11.93,22.8,7.89,24.75,25.73,OCT222014,ASU,LRB-AZ-1201,1201_10222014_SPW14,1201_11142014_SPW,P4,24.66666667
23,ASU_P3_111213_1,11-12-2013 08:00,41.01,11.56,11.95,22.8,7.9,24.75,25.73,OCT172013,ASU,KA32,KA32_10042013_CRE,KA32_10172013_SPW,P3,24.66666667
21,ASU_P1_111213_1,11-12-2013 08:00,41.02,11.56,11.95,22.7,7.91,24.75,25.73,OCT172013,ASU,KA32,KA32_10042013_CRE,KA32_10172013_SPW,P1,24.66666667
22,ASU_P2_111213_1,11-12-2013 08:00,41.03,11.56,11.96,22.7,7.92,24.75,25.73,OCT172013,ASU,KA32,KA32_10042013_CRE,KA32_10172013_SPW,P2,24.66666667
24,ASU_P4_111213_1,11-12-2013 08:00,41.03,11.56,11.96,22.8,7.93,24.75,25.73,OCT172013,ASU,KA32,KA32_10042013_CRE,KA32_10172013_SPW,P4,24.66666667
26,ASU_P6_111213_1,11-12-2013 08:00,41.04,11.57,11.97,22.9,7.95,24.75,25.73,OCT172013,ASU,KA32,KA32_10042013_CRE,KA32_10172013_SPW,P6,24.69791667
25,ASU_P5_111213_1,11-12-2013 08:00,41.05,11.57,11.99,22.9,7.95,24.75,25.73,OCT172013,ASU,KA32,KA32_10042013_CRE,KA32_10172013_SPW,P5,24.69791667
2150,FAPond1_06032015,06-03-2015 08:00,41.06,11.57,11.99,23,7.97,24.75,25.75,MAY052015,FA,KA32,KA32_05082015_FA Pooled_NO3,KA32_05082015_FA Pond_NO3,P1,24.69791667
2152,FAPond3_06032015,06-03-2015 08:00,41.07,11.58,12.01,23.7,7.42,24.75,25.75,MAY052015,FA,KA32,KA32_05082015_FA Pooled_NO3,KA32_05082015_FA Pond_NO3,P3,24.73263889
2155,FAPond6_06032015,06-03-2015 08:00,41.08,11.58,12.01,23.8,7.43,24.75,25.75,MAY052015,FA,KA32,KA32_05082015_FA Pooled_NH3,KA32_05082015_FA Pond_NH3,P6,24.73263889
2153,FAPond4_06032015,06-03-2015 08:00,41.09,11.58,12.01,24.1,7.66,24.75,25.75,MAY052015,FA,KA32,KA32_05082015_FA Pooled_NH3,KA32_05082015_FA Pond_NH3,P4,24.73263889
2154,FAPond5_06032015,06-03-2015 08:00,41.09,11.59,12.01,24.3,7.73,24.75,25.75,MAY052015,FA,KA32,KA32_05082015_FA Pooled_NO3,KA32_05082015_FA Pond_NO3,P5,24.73263889
2151,FAPond2_06032015,06-03-2015 08:00,41.09,11.6,12.03,24.6,7.83,24.75,25.75,MAY052015,FA,KA32,KA32_05082015_FA Pooled_NH3,KA32_05082015_FA Pond_NH3,P2,24.73263889
1592,GT_04082015_1,04-08-2015 08:00,41.1,11.61,12.04,25,7.73,24.75,25.76,MAR122015,GT,LRB-AZ-1201,LRB_03132015_Pooled,LRB_03132015_Pond,P1,24.73263889
1596,GT_04082015_5,04-08-2015 08:00,41.1,11.63,12.04,25.4,7.8,24.75,25.76,MAR122015,GT,LRB-AZ-1201,LRB_03132015_Pooled,LRB_03132015_Pond,P5,24.73958333
1593,GT_04082015_2,04-08-2015 08:00,41.1,11.63,12.04,25.8,7.85,24.75,25.76,MAR122015,GT,LRB-AZ-1201,LRB_03132015_Pooled,LRB_03132015_Pond,P2,24.73958333
1594,GT_04082015_3,04-08-2015 08:00,41.11,11.65,12.06,26.2,7.94,24.75,25.76,MAR122015,GT,LRB-AZ-1201,LRB_03132015_Pooled,LRB_03132015_Pond,P3,24.73958333
1595,GT_04082015_4,04-08-2015 08:00,41.12,11.65,12.07,26.5,7.98,24.75,25.76,MAR122015,GT,LRB-AZ-1201,LRB_03132015_Pooled,LRB_03132015_Pond,P4,24.73958333
1597,GT_04082015_6,04-08-2015 08:00,41.12,11.65,12.07,26.9,7.84,24.75,25.76,MAR122015,GT,LRB-AZ-1201,LRB_03132015_Pooled,LRB_03132015_Pond,P6,24.73958333
279,CP_P1_043014,4/30/2014 7:30,41.12,11.65,12.07,27.2,7.91,24.77,25.77,APR032014,CP,KA32,KA32_03122014,KA32-04042014_Pond,P1,24.73958333
281,CP_P3_043014,4/30/2014 7:30,41.12,11.65,12.08,27.6,7.97,24.77,25.77,APR032014,CP,KA32,KA32_03122014,KA32-04042014_Pond,P3,24.75
280,CP_P2_043014,4/30/2014 7:30,41.12,11.67,12.08,28,7.94,24.77,25.77,APR032014,CP,KA32,KA32_03122014,KA32-04042014_Pond,P2,24.75
282,CP_P4_043014,4/30/2014 7:30,41.12,11.67,12.08,28.4,7.99,24.77,25.77,APR032014,CP,KA32,KA32_03122014,KA32-04042014_Pond,P4,24.75
283,CP_P5_043014,4/30/2014 7:30,41.14,11.67,12.09,28.7,7.97,24.8,25.77,APR032014,CP,KA32,KA32_03122014,KA32-04042014_Pond,P5,24.77777778
284,CP_P6_043014,4/30/2014 7:30,41.14,11.68,12.1,29.1,7.93,24.8,25.77,APR032014,CP,KA32,KA32_03122014,KA32-04042014_Pond,P6,24.77777778
2229,FAPond1_07132015,7/13/2015 8:00,41.15,11.69,12.1,29.5,7.99,24.8,25.81,JUN172015,FA,C046,C046_06172015_pooled,C046_06172015_FAP,P1,24.77777778
2231,FAPond3_07132015,7/13/2015 8:00,41.18,11.69,12.11,29.9,7.96,24.8,25.81,JUN172015,FA,C046,C046_07132015_FAP6,C046_07132015_FAP,P3,24.88541667
2233,FAPond5_07132015,7/13/2015 8:00,41.18,11.69,12.11,30.2,7.93,24.8,25.81,JUN172015,FA,C046,C046_06222015_FAP1,C046_06222015_FAP,P5,24.88541667
2232,FAPond4_07132015,7/13/2015 8:00,41.19,11.69,12.17,30.6,7.98,24.8,25.81,JUN172015,FA,C046,C046_06222015_FAP2,C046_06222015_FAP,P4,24.88541667
2230,FAPond2_07132015,7/13/2015 8:00,41.19,11.71,12.21,30.8,7.95,24.8,25.81,JUN172015,FA,C046,C046_06172015_pooled,C046_06172015_FAP,P2,24.88541667
2234,FAPond6_07132015,7/13/2015 8:00,41.19,11.71,12.21,31,7.92,24.8,25.81,JUN172015,FA,C046,C046_06222015_FAP2,C046_06222015_FAP,P6,24.93402778
995,ASU_SPW10_07072014_1,07-07-2014 07:30,41.21,11.71,12.22,31.3,7.97,24.8,25.82,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,P2,24.93402778
996,ASU_SPW11_07072014_1,07-07-2014 07:30,41.21,11.72,12.22,31.4,7.99,24.8,25.82,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,P3,24.93402778
997,ASU_SPW12_07072014_1,07-07-2014 07:30,41.22,11.72,12.24,31.4,7.95,24.8,25.82,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,P4,24.93402778
998,ASU_SPW13_07072014_1,07-07-2014 07:30,41.22,11.72,12.24,31.6,7.92,24.8,25.82,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,P5,24.93402778
999,ASU_SPW14_07072014_1,07-07-2014 07:30,41.22,11.72,12.24,31.6,7.97,24.8,25.82,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,P6,24.93402778
994,ASU_SPW9_07072014_1,07-07-2014 07:30,41.25,11.73,12.24,31.4,7.92,24.8,25.82,JUN112014,ASU,KA32,KA32_06022014_CRW,KA32_06112014_SPW,P1,25.69791667
770,ASU_SPW12_10062014,10-06-2014 07:30,41.27,11.74,12.24,31.1,7.9,24.8,25.83,SEP102014,ASU,KA32,KA32_08272014_CRW,KA32_09102014_SPW,P4,25.69791667
771,ASU_SPW13_10062014,10-06-2014 07:30,41.29,11.74,12.29,30.7,7.75,24.8,25.83,SEP102014,ASU,KA32,KA32_08272014_CRW,KA32_09102014_SPW,P5,25.69791667
772,ASU_SPW14_10062014,10-06-2014 07:30,41.3,11.75,12.29,30.1,7.93,24.8,25.83,SEP102014,ASU,KA32,KA32_08272014_CRW,KA32_09102014_SPW,P6,25.69791667
767,ASU_SPW09_10062014,10-06-2014 07:30,41.31,11.75,12.29,29.6,7.96,24.8,25.83,SEP102014,ASU,KA32,KA32_08272014_CRW,KA32_09102014_SPW,P1,25.69791667
768,ASU_SPW10_10062014,10-06-2014 07:30,41.32,11.75,12.3,29,8,24.8,25.83,SEP102014,ASU,KA32,KA32_08272014_CRW,KA32_09102014_SPW,P2,25.69791667
769,ASU_SPW11_10062014,10-06-2014 07:30,41.32,11.76,12.3,28.5,7.92,24.8,25.83,SEP102014,ASU,KA32,KA32_08272014_CRW,KA32_09102014_SPW,P3,25.70833333
2075,ASU_C046SPW10_07132015,7/13/2015 7:30,41.32,11.76,12.31,28,7.95,24.8,25.88,JUN172015,ASU,C046,C046_06172015_CRW,C046_06172015_SPW,P2,25.70833333
2079,ASU_C046SPW19_07132015,7/13/2015 7:30,41.32,11.77,12.31,27.6,7.99,24.8,25.88,JUN172015,ASU,C046,C046_06172015_CRW,C046_06172015_SPW,P6,25.70833333
2076,ASU_C046SPW12_07132015,7/13/2015 7:30,41.33,11.77,12.31,27.1,7.93,24.8,25.88,JUN172015,ASU,C046,C046_06172015_CRW,C046_06172015_SPW,P3,25.70833333
2077,ASU_C046SPW17_07132015,7/13/2015 7:30,41.33,11.77,12.33,26.8,7.96,24.8,25.88,JUN172015,ASU,C046,C046_06172015_CRW,C046_06172015_SPW,P4,25.70833333
2074,ASU_C046SPW9_07132015,7/13/2015 7:30,41.33,11.78,12.34,26.5,7.99,24.8,25.88,JUN172015,ASU,C046,C046_06172015_CRW,C046_06172015_SPW,P1,25.70833333
2078,ASU_C046SPW18_07132015,7/13/2015 7:30,41.35,11.78,12.34,26.2,7.9,24.8,25.88,JUN172015,ASU,C046,C046_06172015_CRW,C046_06172015_SPW,P5,25.72916667
2795,GT_07152015_1,7/15/2015 7:44,41.36,11.78,12.35,25.9,7.92,24.88,25.89,JUN172015,GT,C046,C046_20150619_GTPooled,C046_20150619_GT,P1,25.72916667
2798,GT_07152015_4,7/15/2015 7:44,41.37,11.79,12.36,25.6,7.94,24.88,25.89,JUN172015,GT,C046,C046_20150619_GTPooled,C046_20150619_GT,P4,25.72916667
2796,GT_07152015_2,7/15/2015 7:44,41.38,11.79,12.36,25.4,7.93,24.88,25.89,JUN172015,GT,C046,C046_20150619_GTPooled,C046_20150619_GT,P2,25.75
2800,GT_07152015_6,7/15/2015 7:44,41.39,11.8,12.37,25.2,7.95,24.88,25.89,JUN172015,GT,C046,C046_20150619_GTPooled,C046_20150619_GT,P6,25.75
2799,GT_07152015_5,7/15/2015 7:44,41.4,11.8,12.39,25,7.97,24.9,25.89,JUN172015,GT,C046,C046_20150619_GTPooled,C046_20150619_GT,P5,25.75
2797,GT_07152015_3,7/15/2015 7:44,41.4,11.81,12.4,24.9,7.99,24.9,25.89,JUN172015,GT,C046,C046_20150619_GTPooled,C046_20150619_GT,P3,25.75
2336,CELL_AP5_20150715_1,7/15/2015 7:30,41.42,11.81,12.42,24.8,7.91,24.9,25.9,JUN172015,CELL,C046,C046_06192015_Cellana_Barrel,C046_06192015_Cellana_AP,P5,25.75
1499,CELL_P1_20150608_1,06-08-2015 07:30,41.46,11.83,12.42,24.8,7.92,24.9,25.9,MAY052015,CELL,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,P1,25.75
2337,CELL_AP6_20150715_1,7/15/2015 7:30,41.47,11.83,12.43,24.7,7.94,24.9,25.9,JUN172015,CELL,C046,C046_06192015_Cellana_Barrel,C046_06192015_Cellana_AP,P6,25.76041667
2334,CELL_AP3_20150715_1,7/15/2015 7:30,41.47,11.84,12.44,24.6,7.99,24.9,25.9,JUN172015,CELL,C046,C046_06192015_Cellana_Barrel,C046_06192015_Cellana_AP,P3,25.76041667
1500,CELL_P2_20150608_1,06-08-2015 07:30,41.49,11.84,12.45,24.5,7.94,24.9,25.9,MAY052015,CELL,KA32,KA32_20150513_Cellana_NaNO3_Barrel,KA32_20150513_Cellana_NaNO3_P,P2,25.76041667
2332,CELL_AP1_20150715_1,7/15/2015 7:30,41.5,11.85,12.46,24.4,7.96,24.9,25.9,JUN172015,CELL,C046,C046_06192015_Cellana_Barrel,C046_06192015_Cellana_AP,P1,25.76041667
2333,CELL_AP2_20150715_1,7/15/2015 7:30,41.5,11.86,12.47,24.3,7.99,24.9,25.9,JUN172015,CELL,C046,C046_06192015_Cellana_Barrel,C046_06192015_Cellana_AP,P2,25.76041667
1501,CELL_P3_20150608_1,06-08-2015 07:30,41.5,11.86,12.47,24.1,7.98,24.9,25.9,MAY052015,CELL,KA32,KA32_20150513_Cellana_NH4Cl_Barrel,KA32_20150513_Cellana_NH4Cl_P,P3,25.76041667
